person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
57000.0,3,1.0,2,2,3000,0,0.05,1,14,29488
100000.0,3,4.0,1,3,18000,0,0.18,2,10,18476
19800.0,3,4.0,4,1,8000,1,0.4,1,4,8564
40872.0,2,6.0,2,2,13750,0,0.34,1,4,4483
59000.0,2,13.0,4,2,14000,0,0.24,1,6,22744
70000.0,3,3.0,4,1,5600,0,0.08,1,3,16058
45000.0,3,0.0,5,3,5600,0,0.12,2,22,32233
40000.0,2,5.0,2,3,2000,0,0.05,2,4,4138
102000.0,3,5.0,1,4,10000,0,0.1,2,3,16796
27000.0,3,6.0,5,1,5000,0,0.19,1,2,9303
19000.0,3,3.0,2,3,4000,1,0.21,2,3,3701
50000.0,3,8.0,3,3,8000,0,0.16,1,3,8938
40000.0,3,6.0,1,1,3000,0,0.07,1,10,19310
71000.0,3,7.0,4,1,11300,0,0.16,1,2,12048
225000.0,2,18.0,2,2,5000,0,0.02,1,12,29001
55000.0,2,6.0,3,3,2500,0,0.05,1,5,28078
77000.0,2,9.0,5,1,3000,0,0.04,1,3,11872
100000.0,3,4.0,4,5,10000,0,0.1,2,2,4576
41000.0,3,10.0,5,3,5600,0,0.14,1,4,5959
38400.0,3,6.0,4,2,10500,0,0.27,1,8,19836
90000.0,3,8.0,3,4,15000,0,0.17,2,3,15649
45000.0,3,5.0,4,4,1800,0,0.04,2,2,1719
85000.0,3,7.0,3,2,15000,0,0.18,1,3,15609
101004.0,2,2.0,5,2,14000,0,0.14,1,2,14206
200000.0,2,19.0,2,2,18000,0,0.09,1,13,29032
114000.0,2,2.0,5,2,15000,0,0.13,1,3,14761
120000.0,3,2.0,2,1,5000,0,0.04,1,4,5690
45600.0,2,11.0,2,1,7500,0,0.16,1,5,21075
60000.0,3,4.0,3,1,9800,0,0.16,1,3,4678
68375.0,3,4.0,4,3,24250,1,0.35,1,28,32149
62400.0,2,5.05688943263496,4,1,5400,0,0.09,1,7,23299
13500.0,3,0.0,1,2,3500,1,0.26,1,2,3110
92000.0,2,2.0,4,3,6000,0,0.07,1,2,13477
28800.0,1,2.0,2,4,10000,0,0.35,2,2,17348
34999.0,3,2.0,4,2,12000,1,0.34,1,10,24980
32352.0,2,6.0,4,3,1000,1,0.03,2,2,2480
54000.0,2,5.0,5,5,10000,1,0.19,1,3,9007
83000.0,2,3.0,1,1,14000,0,0.17,1,2,12564
113000.0,2,4.0,2,1,12000,0,0.11,1,3,17217
92004.0,3,8.0,2,2,6000,0,0.07,1,10,21812
28704.0,3,0.0,4,1,7000,0,0.24,1,10,22200
72000.0,3,7.0,1,2,12000,0,0.17,1,3,12780
100000.0,1,7.0,3,4,35000,0,0.35,1,4,14010
56000.0,3,1.0,5,3,2500,1,0.04,1,5,19191
66000.0,2,6.0,1,2,2400,0,0.04,1,2,10260
12000.0,1,9.0,2,3,4500,1,0.38,2,4,15903
38000.0,1,14.0,4,2,12600,0,0.33,1,8,19922
41400.0,3,5.0,4,2,7300,0,0.18,1,2,16130
35000.0,3,2.0,5,1,11900,1,0.34,1,3,12163
38400.0,3,4.0,4,2,13000,1,0.34,1,11,29407
72000.0,2,4.0,2,3,9000,1,0.13,2,5,24762
30000.0,1,5.0,1,1,5000,0,0.17,1,4,14439
66504.0,2,10.0,2,3,12000,0,0.18,1,3,10316
69996.0,3,1.0,1,3,11000,0,0.16,1,8,19763
40000.0,3,0.0,4,1,12800,1,0.32,1,2,13581
60000.0,3,2.0,3,2,3000,0,0.05,1,4,2850
56000.0,1,7.0,2,2,20000,0,0.36,1,3,8174
69900.0,2,9.0,1,1,5050,0,0.07,1,2,10645
85000.0,2,1.0,5,3,15000,0,0.18,1,3,17595
72000.0,2,0.0,2,2,9000,0,0.13,1,2,11212
107000.0,3,4.0,4,3,4000,0,0.04,1,7,20191
36000.0,3,3.0,2,3,10000,0,0.28,1,2,10622
130000.0,2,8.0,5,2,11000,0,0.08,1,11,31577
100000.0,1,2.0,4,1,15000,0,0.15,1,4,14086
40000.0,2,3.0,1,2,4000,0,0.1,1,4,4123
36000.0,3,7.0,4,4,8400,1,0.23,2,15,30579
56839.0,3,15.0,4,4,9000,1,0.16,1,6,28903
81000.0,2,15.0,5,2,5400,0,0.07,1,5,25080
55182.0,3,0.0,1,1,6000,0,0.11,1,13,30098
137000.0,3,9.0,3,5,34800,0,0.25,2,2,22
200000.0,3,8.0,2,1,10000,0,0.05,1,4,180
60000.0,2,8.0,5,3,21000,0,0.35,2,3,16512
55000.0,3,3.0,1,3,5000,0,0.09,2,5,27987
29004.0,3,0.0,1,4,6000,1,0.21,1,3,6319
62000.0,2,5.0,5,1,10000,0,0.16,1,3,9465
68640.0,3,2.0,4,2,12000,0,0.17,1,16,31114
30132.0,3,4.441265060240964,4,3,3000,1,0.1,2,14,32111
62000.0,3,2.0,3,2,9600,1,0.15,1,8,23711
17616.0,3,4.713608562691132,1,2,2000,0,0.11,1,2,1768
15000.0,3,3.0,1,4,1800,0,0.12,2,9,18782
21112.0,3,0.0,3,4,3600,1,0.17,2,10,19687
36000.0,3,5.0,4,4,20000,1,0.56,2,2,591
32400.0,2,3.0,3,3,1750,1,0.05,2,4,3819
87000.0,3,6.0,3,2,15000,0,0.17,1,2,15625
80000.0,2,7.0,1,1,4800,0,0.06,1,4,12230
35000.0,2,3.0,3,4,13000,0,0.37,1,3,3035
54000.0,3,5.0,4,4,3000,1,0.06,2,6,19452
28000.0,1,1.0,1,2,3000,0,0.11,1,10,18741
60000.0,3,3.0,2,1,9500,0,0.16,1,12,30651
44000.0,2,2.0,2,3,7000,1,0.16,2,8,21577
65000.0,3,2.0,1,1,5000,0,0.08,1,15,29916
42000.0,2,4.441265060240964,2,3,5000,1,0.12,1,8,21344
33800.0,2,9.0,1,1,14400,0,0.43,1,3,2692
68100.0,2,5.0,5,5,17500,1,0.26,1,4,11396
39828.0,1,4.713608562691132,4,2,3000,0,0.08,1,4,3968
80000.0,3,0.0,5,2,7050,0,0.09,1,5,21687
91000.0,3,6.0,5,3,10000,0,0.11,1,4,11850
48996.0,2,5.0,1,4,15000,1,0.31,2,3,7787
35000.0,2,11.0,3,2,15000,0,0.43,1,5,19547
103200.0,2,7.0,2,2,9000,0,0.09,1,6,26361
95000.0,2,0.0,4,2,4500,0,0.05,1,7,25929
90000.0,2,8.0,4,1,4300,0,0.05,1,4,13220
29000.0,2,5.0,5,1,11500,0,0.4,1,4,1755
39996.0,3,2.0,5,3,4000,0,0.1,2,9,20068
100000.0,2,11.0,3,3,15000,0,0.15,1,4,14033
75000.0,3,2.0,4,1,6000,0,0.08,1,6,21766
98280.0,2,7.0,2,1,9400,0,0.1,1,3,13938
75000.0,2,11.0,2,2,12000,1,0.16,1,10,25463
75000.0,2,10.0,4,1,9800,0,0.13,1,7,24615
85000.0,3,1.0,5,1,3600,0,0.04,1,6,19897
18000.0,3,4.0,2,1,2000,0,0.11,1,11,29332
33360.0,2,6.0,5,2,6000,0,0.18,1,3,2635
48000.0,2,3.0,1,2,8000,0,0.17,1,4,6213
13200.0,3,6.0,1,4,4000,1,0.3,2,3,3672
59000.0,2,5.0,4,2,5000,1,0.08,1,2,9971
42000.0,3,2.0,4,2,16200,1,0.39,1,6,18570
17280.0,3,6.0,2,4,7200,1,0.42,1,5,28553
60000.0,2,1.0,2,3,17000,0,0.28,2,14,30414
70000.0,2,9.0,4,1,7000,0,0.1,1,9,23963
83000.0,2,2.0,4,2,25000,0,0.3,1,3,12582
43000.0,3,1.0,1,4,7500,1,0.17,1,3,8314
95000.0,3,7.0,4,3,31050,1,0.33,2,3,33
65000.0,2,16.0,5,1,5500,0,0.08,1,7,23613
82000.0,2,0.0,1,2,14000,0,0.17,1,7,25131
42240.0,1,10.0,4,1,8000,0,0.19,1,4,4889
31000.0,3,6.0,3,2,2400,0,0.08,1,6,19017
96000.0,3,2.0,4,2,16000,0,0.17,1,3,15813
71000.0,2,4.0,5,2,5300,0,0.07,1,9,27907
48000.0,3,2.0,1,3,16000,1,0.33,1,5,18593
120000.0,3,2.0,4,2,10000,0,0.08,1,14,29764
62570.0,2,11.0,2,4,25000,0,0.4,1,5,23324
190300.0,2,5.0,3,1,15000,0,0.08,1,3,213
100000.0,1,5.0,1,3,11000,0,0.11,2,8,26222
30000.0,2,6.0,5,2,3000,0,0.1,1,3,16171
73440.0,2,7.0,2,1,7000,0,0.1,1,2,11335
57750.0,3,3.0,2,1,8000,0,0.14,1,3,9048
72000.0,2,7.0,1,2,16000,0,0.22,1,3,11121
65000.0,2,0.0,5,2,18000,0,0.28,1,4,9915
62000.0,2,5.0,4,1,10000,0,0.16,1,2,9454
37000.0,3,24.0,5,3,5450,1,0.15,1,22,32230
42000.0,2,5.05688943263496,3,1,5000,0,0.12,1,11,29785
75531.0,3,3.0,3,4,15000,0,0.2,1,4,15538
60000.0,3,0.0,5,2,15000,0,0.25,1,2,15291
59000.0,3,2.0,3,5,18000,1,0.31,2,2,16532
100000.0,1,7.0,4,3,20000,0,0.2,2,6,26201
52000.0,3,0.0,4,3,5600,0,0.11,2,8,21269
21300.0,3,1.0,5,3,4000,0,0.19,2,7,19981
96000.0,3,3.0,4,1,10000,0,0.1,1,10,20433
62400.0,3,8.0,4,2,20000,1,0.32,1,2,684
60000.0,2,10.0,2,1,7875,0,0.13,1,3,8879
53000.0,3,6.0,5,2,3500,0,0.07,1,6,19651
22880.0,3,5.0,5,3,6000,0,0.26,2,4,6143
100000.0,2,0.0,2,1,3950,0,0.04,1,5,26210
35000.0,3,5.0,4,3,11300,1,0.32,1,3,12039
118189.0,2,9.0,1,2,25000,0,0.21,1,3,14883
51000.0,2,3.0,5,1,10000,0,0.2,1,3,7002
140000.0,1,6.0,2,3,16400,0,0.12,2,3,15479
75000.0,3,4.0,4,2,20000,0,0.27,1,3,725
33000.0,3,8.0,5,1,12000,1,0.36,1,3,12240
56000.0,2,8.0,2,1,12000,0,0.21,1,2,17267
25062.0,1,4.0,5,4,4000,0,0.16,2,2,1251
54000.0,3,7.0,3,2,12000,0,0.22,1,14,29473
74000.0,2,8.0,2,1,12000,0,0.16,1,17,30858
88500.0,2,10.0,2,1,10000,0,0.11,1,4,13128
75000.0,2,11.0,4,2,4200,0,0.06,1,6,24585
47840.0,3,7.0,4,2,12000,0,0.25,1,4,12509
84000.0,3,7.0,4,1,12000,0,0.14,1,23,32328
95000.0,3,0.0,2,1,4000,0,0.04,1,4,4084
100000.0,2,7.0,3,2,10000,0,0.1,1,4,16617
160000.0,2,5.0,3,1,35000,0,0.22,1,2,373
16800.0,3,4.713608562691132,1,2,1000,0,0.06,1,3,898
65000.0,3,5.0,4,2,8750,0,0.13,1,5,23430
65000.0,2,15.0,2,1,7750,0,0.12,1,8,23590
91000.0,3,2.0,3,2,8000,0,0.09,1,3,9488
33996.0,3,1.0,2,5,9000,1,0.26,2,2,9849
44400.0,2,6.0,1,3,14125,0,0.32,1,2,5215
54000.0,3,13.0,3,4,12000,0,0.22,2,10,19400
125000.0,2,2.0,5,1,20000,0,0.16,1,7,28589
75000.0,2,2.0,1,4,2000,0,0.03,2,10,28657
43000.0,3,3.0,4,1,11400,0,0.27,1,2,12056
35000.0,3,5.0,1,3,7000,0,0.2,2,3,7764
98500.0,3,5.0,4,3,7200,0,0.07,2,6,22444
85000.0,3,0.0,5,1,10000,0,0.12,1,3,11804
88500.0,3,3.0,5,3,7200,0,0.08,1,3,8124
72000.0,2,14.0,4,1,7000,0,0.1,1,8,24247
115731.0,2,3.0,4,1,7200,0,0.06,1,4,14829
60000.0,3,2.0,3,2,12000,0,0.2,1,10,25178
28800.0,1,8.0,2,1,6000,0,0.21,1,3,1679
80000.0,3,1.0,2,2,18000,0,0.23,1,4,1042
48000.0,2,5.05688943263496,5,1,3000,0,0.06,1,11,30004
29894.0,1,23.0,4,2,8000,0,0.27,1,17,29346
34000.0,3,5.0,1,1,7200,0,0.21,1,4,8012
31200.0,3,2.0,3,2,1200,0,0.04,1,4,1466
54996.0,1,2.0,4,4,8000,0,0.15,2,9,22246
130000.0,3,5.0,2,3,12000,0,0.09,2,2,13195
65000.0,3,4.0,2,1,28000,1,0.43,1,6,17806
85000.0,2,7.0,3,1,2000,0,0.02,1,2,12849
64800.0,2,4.0,4,4,6625,0,0.1,1,16,30603
151900.0,2,10.0,4,2,20000,1,0.13,1,3,15752
36000.0,3,5.0,1,2,8000,0,0.22,1,2,8734
220000.0,2,1.0,2,2,25000,0,0.11,1,2,137
45000.0,2,3.0,3,1,3500,0,0.08,1,20,32225
76872.0,2,4.0,3,4,15000,0,0.2,2,11,31913
57360.0,2,3.0,3,2,23000,0,0.4,1,8,28357
34200.0,3,3.0,2,1,7200,0,0.21,1,6,22375
40000.0,3,7.0,2,2,11650,0,0.29,1,4,12140
182004.0,2,7.0,4,4,25000,0,0.14,2,12,31712
54000.0,3,3.0,5,4,7000,1,0.13,1,3,16805
47000.0,2,6.0,4,3,20000,0,0.43,1,5,21196
16800.0,3,2.0,5,4,6000,1,0.36,2,4,6108
140000.0,3,5.0,1,2,8400,0,0.06,1,2,9704
95004.0,2,6.0,3,2,12000,0,0.13,1,20,32345
70000.0,1,6.0,1,4,14000,0,0.2,2,8,23964
65000.0,2,3.0,2,1,8000,0,0.12,1,2,9945
88000.0,2,8.0,4,4,25000,0,0.28,1,2,13100
48000.0,3,12.0,4,2,7000,0,0.15,1,9,22310
79000.0,2,3.0,4,1,6000,0,0.08,1,8,24856
72000.0,1,4.713608562691132,2,2,16000,0,0.22,1,2,17409
40000.0,3,1.0,2,1,3600,0,0.09,1,8,19719
225000.0,2,12.0,2,3,10125,0,0.03,1,6,27729
17108.0,2,7.0,2,1,4375,1,0.26,1,13,31832
29000.0,3,10.0,5,2,4200,0,0.14,1,3,4113
225000.0,2,2.0,4,6,25000,0,0.07,1,8,17754
36500.0,3,0.0,4,3,6000,0,0.16,1,6,21486
50780.0,2,14.0,3,2,6000,0,0.12,1,17,30153
42000.0,2,7.0,2,1,10500,1,0.25,1,2,6077
55000.0,3,5.0,3,2,6325,0,0.12,1,4,7266
75000.0,2,6.0,5,1,6000,0,0.08,1,7,24582
54072.0,2,12.0,3,2,7000,0,0.13,1,9,22208
136000.0,3,2.0,4,3,12000,0,0.09,2,3,16360
73660.0,3,4.0,4,5,12000,0,0.16,1,7,25346
35000.0,3,3.0,3,1,4200,0,0.12,1,5,24128
41000.0,3,2.0,4,1,6000,0,0.15,1,7,21523
87600.0,2,8.0,2,1,3000,0,0.03,1,2,13074
73000.0,3,15.0,4,2,29700,1,0.41,1,7,17795
146000.0,3,3.0,1,3,10175,1,0.07,1,6,24734
144000.0,2,11.0,5,1,11000,0,0.08,1,6,27369
48000.0,1,7.0,2,2,15000,0,0.31,1,4,6178
162350.0,3,12.0,4,7,25000,1,0.13,2,9,17868
70000.0,2,8.0,5,2,7000,0,0.1,1,4,10746
45000.0,3,0.0,2,1,20000,1,0.44,1,4,599
35000.0,3,0.0,3,2,3600,0,0.1,1,3,3310
23520.0,3,0.0,3,2,2400,0,0.1,1,6,19009
33600.0,3,0.0,4,2,4000,0,0.12,1,5,20034
29000.0,3,2.0,5,4,10000,1,0.34,1,16,30727
38000.0,3,4.0,4,4,20000,1,0.53,1,4,583
36140.0,3,5.0,2,1,9000,1,0.25,1,2,9874
36000.0,3,2.0,3,2,5500,0,0.15,1,2,5847
17544.0,2,2.0,2,1,1500,0,0.09,1,10,18111
33600.0,2,12.0,4,3,3000,0,0.09,1,9,19354
64000.0,3,1.0,5,2,18000,1,0.28,1,6,18456
37400.0,2,6.0,4,4,12700,1,0.34,1,5,20722
32758.0,3,0.0,5,4,8400,1,0.26,1,5,23338
34999.0,2,8.0,5,4,6250,1,0.18,2,9,20395
30000.0,1,0.0,3,2,3000,0,0.1,1,3,2095
44412.0,3,3.0,3,3,12000,0,0.27,2,2,12442
59000.0,2,9.0,3,1,6000,0,0.1,1,4,8569
61000.0,3,3.0,1,3,16000,0,0.26,2,2,1286
95000.0,3,1.0,5,1,7000,0,0.07,1,2,7225
60000.0,1,6.0,1,1,11500,0,0.19,1,2,9110
24000.0,3,3.0,3,3,2700,0,0.11,2,11,32041
90000.0,2,3.0,4,2,21000,0,0.23,1,7,25620
68000.0,1,8.0,4,2,6000,0,0.09,1,4,10452
48000.0,3,0.0,4,1,11000,0,0.23,1,15,29564
62400.0,3,3.0,4,1,8000,0,0.13,1,9,28188
33666.0,3,4.0,5,4,8000,1,0.24,2,5,28567
70000.0,1,13.0,3,4,25000,0,0.36,2,9,23988
56045.0,3,1.0,4,4,24250,1,0.37,1,2,382
70000.0,3,8.0,5,2,8000,0,0.11,1,3,9383
60626.0,3,4.0,2,1,8625,0,0.14,1,4,9733
93000.0,2,5.0,5,1,2000,0,0.02,1,4,13517
70000.0,3,2.0,5,2,10000,0,0.14,1,3,17457
28000.0,3,10.0,3,1,13000,1,0.46,1,3,2247
10000.0,3,4.441265060240964,5,3,1750,1,0.17,2,3,1682
72800.0,2,7.0,4,2,7000,0,0.1,1,10,24340
72000.0,2,3.0,4,1,12800,0,0.18,1,5,24223
48000.0,1,5.0,1,2,2550,0,0.05,1,3,6132
69000.0,2,0.0,2,1,15000,0,0.22,1,2,10574
28000.0,1,1.0,4,2,3000,0,0.11,1,5,27964
63000.0,2,11.0,2,1,1700,0,0.03,1,5,23337
40000.0,2,3.0,4,1,6600,0,0.17,1,10,20335
31200.0,2,1.0,5,1,7500,0,0.24,1,5,28353
48500.0,2,1.0,2,5,19500,1,0.4,1,4,6283
30225.0,3,7.0,3,2,2000,0,0.07,1,6,18896
33650.0,3,1.0,2,4,6000,1,0.18,1,4,6300
24996.0,3,2.0,2,1,9250,1,0.37,1,4,10012
25000.0,3,4.713608562691132,1,2,2000,0,0.08,1,4,1813
120000.0,3,14.0,4,1,15000,0,0.13,1,8,18863
80569.0,2,2.0,2,2,4000,0,0.05,1,7,25070
72000.0,2,6.0,2,1,6000,0,0.08,1,10,24259
51012.0,3,1.0,3,4,20000,1,0.39,2,4,646
105000.0,2,1.0,5,1,24000,0,0.23,1,6,26409
27036.0,2,2.0,2,2,6500,0,0.24,1,7,18700
225000.0,2,13.0,2,3,20000,0,0.08,1,8,27709
74000.0,3,2.0,4,1,6000,0,0.08,1,10,21761
75000.0,2,0.0,2,2,12000,0,0.16,1,2,11586
28800.0,3,5.0,2,4,8000,0,0.28,2,3,8645
44004.0,2,4.0,2,1,9275,0,0.21,1,7,20788
64000.0,3,4.0,5,1,5000,0,0.08,1,16,29912
56000.0,3,1.0,3,2,6000,0,0.11,1,2,16837
49200.0,3,4.0,5,3,4800,0,0.1,1,7,20391
38400.0,1,0.0,1,3,12200,0,0.32,2,4,16059
105398.0,2,9.0,4,5,20700,0,0.2,1,12,31403
37500.0,2,3.0,2,4,6500,0,0.17,2,7,19888
23000.0,3,0.0,2,3,2100,0,0.09,2,4,1971
48000.0,2,1.0,2,1,10000,0,0.21,1,8,21332
120000.0,2,5.05688943263496,2,1,6000,0,0.05,1,3,14909
30000.0,3,4.0,5,1,12000,1,0.4,1,7,24940
61000.0,3,3.0,2,1,2500,0,0.04,1,3,17223
39000.0,3,6.0,1,4,16000,1,0.41,2,3,1223
66000.0,2,2.0,3,4,20000,0,0.3,2,5,23729
150000.0,2,5.0,3,2,15000,0,0.1,1,26,32415
14400.0,1,7.0,2,1,5375,1,0.37,1,2,206
52000.0,2,2.0,4,2,18000,0,0.35,1,4,7277
40000.0,3,2.0,4,2,3000,0,0.07,1,2,2619
34000.0,3,7.0,2,3,1800,1,0.05,1,2,14870
29004.0,2,2.0,4,2,6000,0,0.21,1,2,1781
122000.0,2,8.0,3,3,10000,0,0.08,1,4,15121
83000.0,3,7.0,3,3,16775,0,0.2,1,5,18550
74400.0,1,8.0,1,1,7500,0,0.1,1,7,24438
130000.0,3,7.0,1,2,25000,0,0.19,1,4,330
135000.0,2,1.0,5,2,16000,0,0.12,1,10,27231
26400.0,3,4.0,2,1,8875,1,0.34,1,3,17653
225000.0,2,9.0,1,2,15000,0,0.05,1,17,28984
59000.0,2,5.0,2,2,5000,1,0.08,1,3,16370
32496.0,3,4.0,2,2,2000,1,0.06,1,12,29360
128000.0,3,11.0,5,4,24250,1,0.19,1,10,18103
85000.0,2,4.0,5,2,15000,0,0.18,1,3,12871
46000.0,2,2.0,3,2,15250,1,0.33,1,2,7308
117000.0,3,7.0,3,2,1800,0,0.02,1,10,18794
59004.0,3,2.0,4,2,6000,0,0.1,1,8,21650
85000.0,3,4.0,4,1,10000,0,0.12,1,9,24678
76000.0,3,2.0,4,2,8000,0,0.11,1,5,23241
36996.0,3,0.0,4,1,5000,0,0.14,1,2,4870
54600.0,2,11.0,1,2,2500,0,0.05,1,7,22222
75000.0,3,6.0,4,1,17000,0,0.23,1,13,32057
28550.0,3,6.0,5,2,4000,0,0.14,1,10,20007
73000.0,3,4.0,5,2,11500,0,0.16,1,11,31005
37120.0,3,7.0,3,3,7000,0,0.19,2,10,22237
12000.0,1,0.0,4,2,3250,1,0.27,1,5,17807
80000.0,3,2.0,4,2,30000,1,0.38,1,9,17769
23000.0,3,2.0,2,3,1600,0,0.07,2,2,15020
54000.0,2,8.0,4,4,14800,1,0.27,2,10,23065
110000.0,1,8.0,2,2,17000,0,0.15,1,4,14609
30000.0,2,17.0,4,1,10000,0,0.33,1,6,18950
60000.0,3,10.0,3,3,10000,0,0.17,1,3,11384
62352.0,2,3.0,5,1,3800,0,0.06,1,7,23291
120000.0,2,0.0,2,4,25000,0,0.21,2,3,15003
225000.0,2,12.0,3,1,9000,0,0.03,1,10,27717
74000.0,3,2.0,5,4,30750,1,0.42,1,6,17762
69000.0,2,6.0,3,2,15000,1,0.22,1,4,11446
74448.0,2,8.0,2,1,4000,0,0.05,1,2,11405
58000.0,2,6.0,5,1,2200,0,0.04,1,3,8507
40000.0,2,8.0,5,1,8000,0,0.2,1,9,28616
65000.0,2,8.0,3,1,3300,0,0.05,1,4,9883
28000.0,3,3.0,1,1,3000,0,0.11,1,10,25232
118075.0,2,5.0,4,2,28000,0,0.24,1,13,31489
88000.0,3,8.0,2,2,8000,0,0.09,1,11,31788
65488.0,3,1.0,5,2,10000,0,0.15,1,3,11550
13440.0,3,2.0,2,4,2400,1,0.18,2,11,29382
58000.0,3,0.0,2,3,4500,0,0.08,2,5,20283
225000.0,3,13.0,2,1,20000,0,0.02,1,17,29187
56000.0,3,5.0,4,5,15000,1,0.27,2,4,17224
70000.0,2,2.0,4,2,8950,0,0.13,1,2,17089
51060.0,3,9.0,1,1,21250,1,0.42,1,2,538
100000.0,3,1.0,2,3,12000,0,0.12,1,3,13143
48605.0,3,0.0,1,2,12000,0,0.25,1,10,19360
28000.0,3,8.0,4,2,1000,0,0.04,1,4,1346
90000.0,2,8.0,5,1,12000,0,0.13,1,5,25622
68000.0,3,5.0,3,4,25000,1,0.37,2,3,194
51900.0,2,5.0,1,2,14100,0,0.27,1,2,7135
63250.0,3,1.0,2,2,12000,0,0.19,1,2,12682
90000.0,2,5.0,3,1,15000,0,0.17,1,3,13206
51000.0,2,5.0,4,4,7000,1,0.14,1,4,8327
225000.0,3,14.0,4,4,12000,1,0.01,2,9,25593
15600.0,3,0.0,4,1,2800,1,0.18,1,4,2432
60000.0,3,0.0,5,3,3000,0,0.05,2,11,29492
60000.0,3,1.0,3,5,15000,1,0.25,2,15,31588
42000.0,2,1.0,3,3,5750,0,0.14,1,2,17087
125004.0,2,6.0,2,1,30000,0,0.24,1,2,15237
59000.0,3,5.0,4,4,21500,1,0.36,1,3,532
60000.0,3,2.0,2,2,8000,0,0.13,1,4,9065
16800.0,2,5.05688943263496,5,1,3900,1,0.23,1,3,380
98000.0,2,2.0,4,1,5000,0,0.05,1,5,26082
189996.0,3,4.0,3,1,8400,0,0.04,1,8,17941
98603.0,2,19.0,4,3,24250,1,0.21,1,14,31570
38000.0,2,5.0,2,2,4800,0,0.13,1,3,3670
120000.0,2,5.0,4,3,22000,0,0.18,2,6,26894
48000.0,2,0.0,4,1,3500,0,0.07,1,3,6118
225000.0,2,12.0,1,1,8000,0,0.03,1,10,17809
130000.0,2,15.0,5,2,5000,0,0.04,1,7,27127
121722.0,2,8.0,5,1,7200,0,0.06,1,7,26974
45000.0,2,5.0,1,1,18000,0,0.4,1,2,16244
65000.0,2,4.0,4,1,3600,0,0.06,1,10,23575
31609.0,3,4.0,4,3,4000,0,0.13,2,4,3817
15996.0,3,1.0,2,3,2000,0,0.13,2,4,1767
42000.0,2,7.0,1,3,12000,0,0.29,2,3,16505
52000.0,2,6.0,2,3,9750,0,0.19,2,2,17711
46080.0,3,3.0,4,5,2800,0,0.06,1,10,25659
25000.0,3,1.0,2,1,1000,0,0.04,1,16,29258
60228.0,3,7.0,4,3,8000,0,0.13,2,2,9089
35713.0,3,1.0,4,3,6150,0,0.17,2,3,6992
65000.0,3,8.0,4,3,18000,0,0.28,1,3,1020
65000.0,2,2.0,2,2,20000,0,0.31,1,4,10086
42000.0,3,1.0,4,2,11975,0,0.29,1,6,24911
135000.0,2,8.0,1,2,21000,0,0.16,1,2,15417
40000.0,3,9.0,2,4,5600,0,0.14,1,2,16667
41100.0,1,2.0,1,2,9200,0,0.22,1,2,4562
24000.0,3,6.0,2,1,4800,0,0.2,1,2,4372
50000.0,3,4.0,3,4,6000,0,0.12,2,10,21592
79900.0,2,7.0,4,2,15000,1,0.16,1,4,14424
25200.0,3,0.0,3,3,3750,0,0.15,2,6,19921
36000.0,1,3.0,2,1,8500,0,0.24,1,3,3338
80070.0,2,6.0,2,2,27525,0,0.34,1,3,12393
58000.0,2,4.0,4,2,17000,0,0.29,1,4,8512
32000.0,1,7.0,2,3,3500,0,0.11,1,3,13894
48000.0,3,5.0,5,2,5000,0,0.1,1,2,5062
80000.0,2,5.0,1,4,12000,0,0.15,1,2,12105
54008.0,3,5.0,5,2,7000,0,0.13,1,3,7963
200000.0,2,0.0,3,1,5000,0,0.03,1,4,15861
50004.0,3,2.0,1,3,10000,0,0.2,2,4,11198
67000.0,1,3.0,1,3,13000,0,0.19,2,3,10378
32000.0,3,6.0,3,1,3600,0,0.11,1,3,3308
15600.0,3,2.0,3,4,3500,1,0.22,1,3,3111
39600.0,3,4.0,5,1,2000,0,0.05,1,6,26525
30000.0,3,5.0,2,1,6000,0,0.2,1,7,21408
100000.0,2,7.0,4,2,25000,0,0.25,1,3,13991
225000.0,2,0.0,2,2,10000,1,0.04,1,4,63
48000.0,3,2.0,5,2,14550,0,0.3,1,3,14398
53000.0,3,2.0,4,1,12000,0,0.23,1,11,29471
90000.0,2,8.0,1,2,7000,0,0.08,1,3,13255
50000.0,3,4.0,5,3,5050,0,0.1,1,5,23058
49349.0,2,13.0,5,2,4000,0,0.08,1,5,21490
106226.0,2,9.0,2,2,20000,0,0.19,1,4,14433
55640.0,2,6.0,4,2,20000,0,0.36,1,8,22428
26496.0,3,2.0,4,4,5000,1,0.19,2,10,23154
40200.0,2,5.0,2,1,1900,0,0.05,1,10,20361
65000.0,2,1.0,1,2,7000,0,0.11,1,11,30638
14400.0,3,0.0,1,2,4000,1,0.28,1,3,3679
74700.0,2,4.0,1,2,19750,0,0.26,1,3,11419
33000.0,3,3.0,1,1,10000,0,0.3,1,4,10539
122000.0,2,9.0,3,3,20000,0,0.16,2,4,15117
25000.0,2,0.0,4,2,3000,0,0.12,1,12,29243
35000.0,2,10.0,1,1,6000,0,0.17,1,4,2985
66725.0,3,3.0,4,4,9000,1,0.11,2,9,20785
39600.0,3,4.0,5,6,10000,1,0.25,2,10,24107
78000.0,3,7.0,5,3,25000,1,0.32,2,2,219
40000.0,3,0.0,4,2,3600,0,0.09,1,4,16539
